,mois,article,produit,origine_encoded,provenance_encoded,importateur_encoded,bureau_encoded,commissionnaire_encoded,regime_encoded,pays_correspondance,transaction_repetitivite,mois_risk_score,article_risk_score,produit_risk_score,origine_risk_score,provenance_risk_score,bureau_risk_score,commissionnaire_risk_score,regime_risk_score,importateur_risk_score,risk_score,risk_category
11,2,2,9619002100,21,21,877,1814,225,67,1,0.005813953488372,0.2551444292685083,0.27614081478264607,0.18214714659558962,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.16463441699426593,0.1879192464594606,0.06435662998475916,0.1018905452589375,1
12,7,3,0,21,21,1084,1019,198,67,1,0.0116279069767441,0.2857933327076631,0.2626666118792661,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.09877901546124908,0.0822014859805473,1
13,2,2,9619002100,21,21,1317,1814,133,67,1,0.0,0.2551444292685083,0.27614081478264607,0.18214714659558962,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.1657229417255986,0.1879192464594606,0.1632344704423672,0.1632344704423672,1
14,2,1,8421219000,21,21,2593,1814,236,80,1,0.1191860465116279,0.2551444292685083,0.27804467446485487,0.19030499187603273,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.23799423189742383,0.24378057550377352,0.2010992760898682,0.2544693509901349,1
15,2,1,8711909000,109,105,2061,1814,220,3,1,0.7296511627906976,0.2551444292685083,0.27804467446485487,0.24016581446191482,0.24441562553516433,0.2493715615327087,0.2604228092888899,0.40341798781510885,0.4242028003666307,0.426375386288852,0.3337443019708967,1
16,2,2,0,3,3,2595,1814,209,3,1,0.0726744186046511,0.2551444292685083,0.27614081478264607,0.24159666671098085,0.4986519964241253,0.3537090138393837,0.2604228092888899,0.1834183236367847,0.4242028003666307,0.20866483699776564,0.246015497276388,1
17,2,1,8703332000,53,11,2061,1814,220,3,0,0.7296511627906976,0.2551444292685083,0.27804467446485487,0.4275888792466406,0.6356971447654641,0.5074783473996903,0.2604228092888899,0.40341798781510885,0.4242028003666307,0.426375386288852,0.7025965870406449,3
18,7,4,0,21,21,1084,1019,198,67,1,0.0116279069767441,0.2857933327076631,0.2517594071815499,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.09877901546124908,0.0934307058679649,1
19,7,5,0,21,21,1084,1019,198,67,1,0.0116279069767441,0.2857933327076631,0.23518605290795055,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.09877901546124908,0.0985040884385708,1
20,2,1,8703232000,53,106,2923,1814,228,67,0,0.0,0.2551444292685083,0.27804467446485487,0.6593735205769486,0.6356971447654641,0.26459845119507036,0.2604228092888899,0.1992888339358341,0.1879192464594606,0.401166404623072,0.401166404623072,2
21,2,1,1905909000,3,3,2618,1814,173,3,1,0.2674418604651162,0.2551444292685083,0.27804467446485487,0.20686456286626448,0.4986519964241253,0.3537090138393837,0.2604228092888899,0.2610102296689531,0.4242028003666307,0.2625679654746766,0.3756191061594428,1
22,2,4,0,3,3,2618,1814,173,3,1,0.2674418604651162,0.2551444292685083,0.2517594071815499,0.24159666671098085,0.4986519964241253,0.3537090138393837,0.2604228092888899,0.2610102296689531,0.4242028003666307,0.2625679654746766,0.2387014291785417,1
23,2,8,0,109,105,806,1814,91,3,1,0.0261627906976744,0.2551444292685083,0.24382624662426008,0.24159666671098085,0.24441562553516433,0.2493715615327087,0.2604228092888899,0.2590369865433122,0.4242028003666307,0.2902872530772838,0.051643611126302,1
24,2,5,0,52,35,2010,1814,67,67,0,0.0755813953488372,0.2551444292685083,0.23518605290795055,0.24159666671098085,0.20679787397789945,0.239256555555668,0.2604228092888899,0.34225507790707865,0.1879192464594606,0.4057383103406269,0.5292324758498718,2
25,7,1,0,96,93,3071,1019,160,45,1,0.2906976744186046,0.2857933327076631,0.27804467446485487,0.24159666671098085,0.2040759264854028,0.32718005590667154,0.2583030509261227,0.5267138020601038,0.17655071735261318,0.5267138020601038,0.2748227050523943,1
26,2,9,0,21,21,1330,1814,163,67,1,0.0,0.2551444292685083,0.2350001059154964,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.37614725095666157,0.1879192464594606,0.1418903766567704,0.1418903766567704,1
27,11,2,2709000000,70,93,502,1312,21,74,0,0.0203488372093023,0.2749676909501484,0.27614081478264607,0.5521119093143658,0.5459652109875405,0.32718005590667154,0.5134400144487026,0.5568598136764386,0.5555205282504428,0.5812208152563983,0.6836857304572981,2
28,11,1,2710192100,85,93,284,1312,21,9,0,0.0406976744186046,0.2749676909501484,0.27804467446485487,0.48790640742564173,0.5506614360425791,0.32718005590667154,0.5134400144487026,0.5568598136764386,0.5653258417035021,0.5226823060243676,0.6060021566246484,2
29,2,1,0,64,65,1582,1814,125,67,1,0.0494186046511627,0.2551444292685083,0.27804467446485487,0.24159666671098085,0.25841732105526916,0.20843186194529073,0.2604228092888899,0.15310887149503655,0.1879192464594606,0.15072013761197278,0.2329921062105595,1
30,7,1,6908900000,21,21,1570,1019,198,67,1,0.0319767441860465,0.2857933327076631,0.27804467446485487,0.1688437948603396,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.15557739043366184,0.2100511259331914,1
31,2,1,8704212000,3,11,966,1814,70,3,0,0.0901162790697674,0.2551444292685083,0.27804467446485487,0.455177603283403,0.4986519964241253,0.5074783473996903,0.2604228092888899,0.2608589615597576,0.4242028003666307,0.26373578866823316,0.5163489825958028,2
32,2,2,8418299000,3,3,1789,1814,246,67,1,0.0232558139534883,0.2551444292685083,0.27614081478264607,0.1901880056602186,0.4986519964241253,0.3537090138393837,0.2604228092888899,0.3655885370865522,0.1879192464594606,0.17587325833284081,0.1771751387546519,1
33,7,2,0,21,21,1570,1019,198,67,1,0.0319767441860465,0.2857933327076631,0.27614081478264607,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.15557739043366184,0.1083920640083734,1
34,7,3,8714999000,21,21,1570,1019,198,67,1,0.0319767441860465,0.2857933327076631,0.2626666118792661,0.27522834688292835,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.15557739043366184,0.2306226343951477,1
35,11,2,2709000000,70,93,284,1312,21,74,0,0.0406976744186046,0.2749676909501484,0.27614081478264607,0.5521119093143658,0.5459652109875405,0.32718005590667154,0.5134400144487026,0.5568598136764386,0.5555205282504428,0.5226823060243676,0.4364868264932628,2
36,11,3,0,85,93,284,1312,21,9,0,0.0406976744186046,0.2749676909501484,0.2626666118792661,0.24159666671098085,0.5506614360425791,0.32718005590667154,0.5134400144487026,0.5568598136764386,0.5653258417035021,0.5226823060243676,0.5889350566706619,2
37,2,4,4202299000,21,21,2476,1814,205,67,1,0.0,0.2551444292685083,0.2517594071815499,0.2062539165189912,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.17611922635458593,0.1879192464594606,0.264623681328574,0.264623681328574,1
38,2,3,0,21,100,43,1814,5,67,0,0.002906976744186,0.2551444292685083,0.2626666118792661,0.24159666671098085,0.20289872607191847,0.20671513603642025,0.2604228092888899,0.1555406323408515,0.1879192464594606,0.4593798032523758,0.6648175511728986,2
39,2,5,0,21,21,1091,1814,23,67,1,0.002906976744186,0.2551444292685083,0.23518605290795055,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.17558517359081158,0.1879192464594606,0.1942712569084031,0.1179425363847915,1
40,2,6,6405909000,21,21,1091,1814,23,67,1,0.002906976744186,0.2551444292685083,0.25066103963871,0.1929581669732981,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.17558517359081158,0.1879192464594606,0.1942712569084031,0.2705999774320147,1
41,2,1,0,21,21,2288,1814,30,67,1,0.0,0.2551444292685083,0.27804467446485487,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.18498235501723725,0.1879192464594606,0.2345248158469244,0.2345248158469244,1
42,2,2,0,46,48,2061,1814,220,3,1,0.7296511627906976,0.2551444292685083,0.27614081478264607,0.24159666671098085,0.24923965334048212,0.2107653961650328,0.2604228092888899,0.40341798781510885,0.4242028003666307,0.426375386288852,0.4986527696138351,2
43,2,1,8703332000,35,11,2061,1814,220,3,0,0.7296511627906976,0.2551444292685083,0.27804467446485487,0.4275888792466406,0.2560020310752914,0.5074783473996903,0.2604228092888899,0.40341798781510885,0.4242028003666307,0.426375386288852,0.9186444297217377,3
44,2,1,8701202000,35,11,1752,1814,28,67,0,0.0,0.2551444292685083,0.27804467446485487,0.3503214711948054,0.2560020310752914,0.5074783473996903,0.2604228092888899,0.2945437354865479,0.1879192464594606,0.6496452407530522,0.6496452407530522,2
45,2,2,0,35,35,545,1814,173,1,1,0.0232558139534883,0.2551444292685083,0.27614081478264607,0.24159666671098085,0.2560020310752914,0.239256555555668,0.2604228092888899,0.2610102296689531,0.34303373322534275,0.34971217513207786,0.1342770078018429,1
46,2,2,8703332000,3,11,966,1814,70,3,0,0.0901162790697674,0.2551444292685083,0.27614081478264607,0.4275888792466406,0.4986519964241253,0.5074783473996903,0.2604228092888899,0.2608589615597576,0.4242028003666307,0.26373578866823316,0.7223319194589831,3
47,2,1,1511909900,61,62,1415,1814,86,73,1,0.0319767441860465,0.2551444292685083,0.27804467446485487,0.16465814876279625,0.20360200490881394,0.1488752080702967,0.2604228092888899,0.2270896100826915,0.23864843258751667,0.19011606339226675,0.0258186336223368,1
48,2,1,8502119000,52,54,2940,1814,236,3,1,0.2296511627906976,0.2551444292685083,0.27804467446485487,0.24490729053468807,0.20679787397789945,0.1860998496974642,0.2604228092888899,0.23799423189742383,0.4242028003666307,0.25040604281547485,0.1034718248420616,1
49,2,3,8418299000,52,54,2328,1814,213,67,1,0.002906976744186,0.2551444292685083,0.2626666118792661,0.1901880056602186,0.20679787397789945,0.1860998496974642,0.2604228092888899,0.17880874740891625,0.1879192464594606,0.2319252634962986,0.2244381037983349,1
50,2,1,8714109000,21,21,3002,1814,34,3,1,0.1191860465116279,0.2551444292685083,0.27804467446485487,0.20965155981837508,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.18353269521421378,0.4242028003666307,0.19904058301207297,0.2189239429495552,1
51,2,1,6405909000,105,100,1120,1814,98,67,1,0.0087209302325581,0.2551444292685083,0.27804467446485487,0.1929581669732981,0.21910180132062873,0.20671513603642025,0.2604228092888899,0.16548790096746357,0.1879192464594606,0.1253719781909523,0.0963550279161613,1
52,2,2,4202299000,105,100,1120,1814,98,67,1,0.0087209302325581,0.2551444292685083,0.27614081478264607,0.2062539165189912,0.21910180132062873,0.20671513603642025,0.2604228092888899,0.16548790096746357,0.1879192464594606,0.1253719781909523,0.1129465020722825,1
53,2,3,3923309000,109,105,2467,1814,83,67,1,0.0,0.2551444292685083,0.2626666118792661,0.17791281426393654,0.24441562553516433,0.2493715615327087,0.2604228092888899,0.19583225783025182,0.1879192464594606,0.1623437974079298,0.1623437974079298,1
54,11,4,2709000000,70,93,284,1312,21,74,0,0.0406976744186046,0.2749676909501484,0.2517594071815499,0.5521119093143658,0.5459652109875405,0.32718005590667154,0.5134400144487026,0.5568598136764386,0.5555205282504428,0.5226823060243676,0.4782542873710173,2
55,11,1,2710124000,85,93,428,1312,21,9,0,0.0232558139534883,0.2749676909501484,0.27804467446485487,0.5223355913997804,0.5506614360425791,0.32718005590667154,0.5134400144487026,0.5568598136764386,0.5653258417035021,0.5162579997724842,0.5922907377361937,2
56,2,2,7321111900,21,21,228,1814,5,67,1,0.0087209302325581,0.2551444292685083,0.27614081478264607,0.1545995944776825,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.1555406323408515,0.1879192464594606,0.11010352938476735,0.0824182826494347,1
57,2,1,4819209000,64,65,1909,1814,195,1,1,0.0988372093023255,0.2551444292685083,0.27804467446485487,0.29844147360988604,0.25841732105526916,0.20843186194529073,0.2604228092888899,0.4125646948341742,0.34303373322534275,0.4125646948341742,0.1881622932155843,1
58,7,4,0,21,21,1570,1019,198,67,1,0.0319767441860465,0.2857933327076631,0.2517594071815499,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.15557739043366184,0.1454693945137009,1
59,2,1,8544499000,35,35,1201,1814,17,53,1,0.0813953488372093,0.2551444292685083,0.27804467446485487,0.21133196638814966,0.2560020310752914,0.239256555555668,0.2604228092888899,0.14030430998200996,0.3263583502801027,0.2746581414252225,0.2778131468956942,1
60,11,2,2709000000,70,93,428,1312,21,74,0,0.0232558139534883,0.2749676909501484,0.27614081478264607,0.5521119093143658,0.5459652109875405,0.32718005590667154,0.5134400144487026,0.5568598136764386,0.5555205282504428,0.5162579997724842,0.5010877747605135,2
61,7,5,0,21,21,1570,1019,198,67,1,0.0319767441860465,0.2857933327076631,0.23518605290795055,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.15557739043366184,0.1652125759699938,1
62,11,4,2709000000,70,93,428,1312,21,74,0,0.0232558139534883,0.2749676909501484,0.2517594071815499,0.5521119093143658,0.5459652109875405,0.32718005590667154,0.5134400144487026,0.5568598136764386,0.5555205282504428,0.5162579997724842,0.5253103186045693,2
63,2,4,8528729000,33,33,2673,1814,170,67,1,0.0,0.2551444292685083,0.2517594071815499,0.17590477220253137,0.3377739964366487,0.23403894360166766,0.2604228092888899,0.1300471921076649,0.1879192464594606,0.1300471921076649,0.1300471921076649,1
64,2,1,0,53,33,3009,1814,231,3,0,0.0726744186046511,0.2551444292685083,0.27804467446485487,0.24159666671098085,0.6356971447654641,0.23403894360166766,0.2604228092888899,0.19477689459654188,0.4242028003666307,0.18797355980080724,0.7125929076225356,3
65,2,1,0,21,21,3052,1814,164,3,1,0.0203488372093023,0.2551444292685083,0.27804467446485487,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.33540646311455924,0.4242028003666307,0.36312980089905883,0.2498529161742903,1
66,2,1,0,96,93,1546,1814,106,48,1,0.0145348837209302,0.2551444292685083,0.27804467446485487,0.24159666671098085,0.2040759264854028,0.32718005590667154,0.2604228092888899,0.20390771223288823,0.19863441989169867,0.14780261497053535,0.1198968255413403,1
67,2,2,0,96,93,1546,1814,106,48,1,0.0145348837209302,0.2551444292685083,0.27614081478264607,0.24159666671098085,0.2040759264854028,0.32718005590667154,0.2604228092888899,0.20390771223288823,0.19863441989169867,0.14780261497053535,0.2011198892895024,1
68,7,6,0,21,21,1570,1019,198,67,1,0.0319767441860465,0.2857933327076631,0.25066103963871,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.15557739043366184,0.1815645269659031,1
69,7,7,0,21,21,1570,1019,198,67,1,0.0319767441860465,0.2857933327076631,0.24530733805395044,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.15557739043366184,0.0992085225936553,1
70,7,8,0,21,21,1570,1019,198,67,1,0.0319767441860465,0.2857933327076631,0.24382624662426008,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.15557739043366184,0.1196456619872335,1
71,2,4,0,35,35,822,1814,89,77,1,0.0174418604651162,0.2551444292685083,0.2517594071815499,0.24159666671098085,0.2560020310752914,0.239256555555668,0.2604228092888899,0.2621399573747498,0.17110452221547254,0.2057749789655293,0.1661370418185001,1
72,4,3,3926909900,21,21,920,1019,129,67,1,0.0,0.24596045727298646,0.2626666118792661,0.226770567939164,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.13692661080162638,0.1879192464594606,0.1074572503993888,0.1074572503993888,1
73,2,1,0,35,35,1078,1814,173,1,1,0.0465116279069767,0.2551444292685083,0.27804467446485487,0.24159666671098085,0.2560020310752914,0.239256555555668,0.2604228092888899,0.2610102296689531,0.34303373322534275,0.4481608782694573,0.0470900751675842,1
74,2,2,0,52,54,2688,1814,70,67,1,0.0,0.2551444292685083,0.27614081478264607,0.24159666671098085,0.20679787397789945,0.1860998496974642,0.2604228092888899,0.2608589615597576,0.1879192464594606,0.299543325219906,0.299543325219906,1
75,7,9,0,21,21,1570,1019,198,67,1,0.0319767441860465,0.2857933327076631,0.2350001059154964,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.15557739043366184,0.1093705098442057,1
76,2,1,3926909900,21,21,1163,1814,204,67,1,0.005813953488372,0.2551444292685083,0.27804467446485487,0.226770567939164,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.14115926480835614,0.1879192464594606,0.064580573146021,0.024755755050824,1
77,7,10,0,21,21,1570,1019,198,67,1,0.0319767441860465,0.2857933327076631,0.2504464278176481,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2583030509261227,0.1341753770341279,0.1879192464594606,0.15557739043366184,0.1903989260936086,1
78,2,4,0,3,3,140,1814,173,47,1,0.005813953488372,0.2551444292685083,0.2517594071815499,0.24159666671098085,0.4986519964241253,0.3537090138393837,0.2604228092888899,0.2610102296689531,0.24267429707721533,0.3160996252224357,0.0846816680957364,1
79,2,1,3923301000,29,29,1867,1814,173,67,1,0.0145348837209302,0.2551444292685083,0.27804467446485487,0.16943607155409732,0.1748083376177193,0.16083779245649626,0.2604228092888899,0.2610102296689531,0.1879192464594606,0.13445963225889734,0.0321871093202178,1
80,7,1,0,53,105,2061,1019,220,3,0,0.7296511627906976,0.2857933327076631,0.27804467446485487,0.24159666671098085,0.6356971447654641,0.2493715615327087,0.2583030509261227,0.40341798781510885,0.4242028003666307,0.426375386288852,0.6632416772141346,2
81,2,3,8421219000,64,65,1210,1814,83,67,1,0.0087209302325581,0.2551444292685083,0.2626666118792661,0.19030499187603273,0.25841732105526916,0.20843186194529073,0.2604228092888899,0.19583225783025182,0.1879192464594606,0.31469606053531396,0.2702569535754991,1
82,2,6,8528739000,110,106,665,1814,78,67,1,0.0,0.2551444292685083,0.25066103963871,0.20930751666191758,0.3001355557152603,0.26459845119507036,0.2604228092888899,0.6355205545512287,0.1879192464594606,0.2922291213259229,0.2922291213259229,1
83,2,1,8418299000,33,54,2684,1814,83,67,0,0.0,0.2551444292685083,0.27804467446485487,0.1901880056602186,0.3377739964366487,0.1860998496974642,0.2604228092888899,0.19583225783025182,0.1879192464594606,0.4075355947740089,0.4075355947740089,2
84,7,2,0,109,105,2061,1019,220,3,1,0.7296511627906976,0.2857933327076631,0.27614081478264607,0.24159666671098085,0.24441562553516433,0.2493715615327087,0.2583030509261227,0.40341798781510885,0.4242028003666307,0.426375386288852,0.2819395095693482,1
85,2,11,0,21,21,380,1814,5,67,1,0.0,0.2551444292685083,0.25554406285412473,0.24159666671098085,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.1555406323408515,0.1879192464594606,0.1816102147586772,0.1816102147586772,1
86,2,1,0,96,93,320,1814,173,45,1,0.0,0.2551444292685083,0.27804467446485487,0.24159666671098085,0.2040759264854028,0.32718005590667154,0.2604228092888899,0.2610102296689531,0.17655071735261318,0.2500035624167702,0.2500035624167702,1
87,2,4,0,35,35,607,1814,98,67,1,0.0319767441860465,0.2551444292685083,0.2517594071815499,0.24159666671098085,0.2560020310752914,0.239256555555668,0.2604228092888899,0.16548790096746357,0.1879192464594606,0.15567410822807445,0.1422696445688536,1
88,2,5,8418299000,35,35,2901,1814,140,3,1,0.0145348837209302,0.2551444292685083,0.23518605290795055,0.1901880056602186,0.2560020310752914,0.239256555555668,0.2604228092888899,0.4493993314898305,0.4242028003666307,0.4493993314898305,0.0589174789897292,1
89,2,1,8714109000,21,21,2595,1814,209,3,1,0.0726744186046511,0.2551444292685083,0.27804467446485487,0.20965155981837508,0.20289872607191847,0.19299397388060732,0.2604228092888899,0.1834183236367847,0.4242028003666307,0.20866483699776564,0.1889109615741601,1
90,11,1,2709000000,70,69,453,1312,32,44,1,0.0465116279069767,0.2749676909501484,0.27804467446485487,0.5521119093143658,0.5459652109875405,0.2542387400715335,0.5134400144487026,0.33537283289566905,0.1706961130347859,0.39466274825787384,0.2703463512178855,1
91,7,1,0,52,54,2408,1019,1,1,1,0.002906976744186,0.2857933327076631,0.27804467446485487,0.24159666671098085,0.20679787397789945,0.1860998496974642,0.2583030509261227,0.205139486880514,0.34303373322534275,0.1590129097305097,0.0553658077905938,1
92,2,1,8703332000,53,11,3042,1814,246,3,0,0.4941860465116279,0.2551444292685083,0.27804467446485487,0.4275888792466406,0.6356971447654641,0.5074783473996903,0.2604228092888899,0.3655885370865522,0.4242028003666307,0.4553513340907958,0.5529367395592737,2
93,11,2,2709000000,70,69,453,1312,32,44,1,0.0465116279069767,0.2749676909501484,0.27614081478264607,0.5521119093143658,0.5459652109875405,0.2542387400715335,0.5134400144487026,0.33537283289566905,0.1706961130347859,0.39466274825787384,0.0710458748516863,1
94,11,1,2710192100,85,93,1407,1312,21,9,0,0.0174418604651162,0.2749676909501484,0.27804467446485487,0.48790640742564173,0.5506614360425791,0.32718005590667154,0.5134400144487026,0.5568598136764386,0.5653258417035021,0.5618495392882353,0.5398559751601433,2
95,2,9,0,35,35,2634,1814,89,67,1,0.0552325581395348,0.2551444292685083,0.2350001059154964,0.24159666671098085,0.2560020310752914,0.239256555555668,0.2604228092888899,0.2621399573747498,0.1879192464594606,0.11749855225856805,0.2408259291788951,1
96,2,3,4819209000,46,48,1909,1814,195,39,1,0.0988372093023255,0.2551444292685083,0.2626666118792661,0.29844147360988604,0.24923965334048212,0.2107653961650328,0.2604228092888899,0.4125646948341742,0.1597098149367091,0.4125646948341742,0.0581596084282407,1
97,2,5,8418299000,109,105,1600,1814,225,67,1,0.002906976744186,0.2551444292685083,0.23518605290795055,0.1901880056602186,0.24441562553516433,0.2493715615327087,0.2604228092888899,0.16463441699426593,0.1879192464594606,0.24495614909324578,0.1904616037417179,1
98,2,4,0,35,35,2061,1814,220,3,1,0.7296511627906976,0.2551444292685083,0.2517594071815499,0.24159666671098085,0.2560020310752914,0.239256555555668,0.2604228092888899,0.40341798781510885,0.4242028003666307,0.426375386288852,0.4576564014012116,2
99,11,2,2709000000,70,93,1407,1312,21,74,0,0.0174418604651162,0.2749676909501484,0.27614081478264607,0.5521119093143658,0.5459652109875405,0.32718005590667154,0.5134400144487026,0.5568598136764386,0.5555205282504428,0.5618495392882353,0.426437096625326,2
100,11,1,0,105,105,501,1312,83,72,0,0.0,0.2749676909501484,0.27804467446485487,0.24159666671098085,0.21910180132062873,0.2493715615327087,0.5134400144487026,0.19583225783025182,0.2943810067896725,0.5161556641249242,0.5161556641249242,2
101,11,1,0,96,93,636,1312,173,69,1,0.0784883720930232,0.2749676909501484,0.27804467446485487,0.24159666671098085,0.2040759264854028,0.32718005590667154,0.5134400144487026,0.2610102296689531,0.4200303534925006,0.46022748297569505,0.1172552298435931,1
102,11,2,0,83,93,636,1312,173,69,0,0.0784883720930232,0.2749676909501484,0.27614081478264607,0.24159666671098085,0.2747343381259732,0.32718005590667154,0.5134400144487026,0.2610102296689531,0.4200303534925006,0.46022748297569505,0.5462265980912641,2
103,7,1,0,35,35,465,1019,46,67,1,0.005813953488372,0.2857933327076631,0.27804467446485487,0.24159666671098085,0.2560020310752914,0.239256555555668,0.2583030509261227,0.3519023786463743,0.1879192464594606,0.19961077434753968,0.2951674393268941,1
104,2,2,3926909900,57,59,399,1814,213,67,1,0.005813953488372,0.2551444292685083,0.27614081478264607,0.226770567939164,0.3112072627294524,0.2715906205108143,0.2604228092888899,0.17880874740891625,0.1879192464594606,0.2387555980404924,0.2953552213158422,1
105,2,5,8528729000,35,35,709,1814,83,67,1,0.005813953488372,0.2551444292685083,0.23518605290795055,0.17590477220253137,0.2560020310752914,0.239256555555668,0.2604228092888899,0.19583225783025182,0.1879192464594606,0.1508681932386148,0.2672670829357697,1
106,2,1,8528729000,35,35,727,1814,123,67,1,0.0,0.2551444292685083,0.27804467446485487,0.17590477220253137,0.2560020310752914,0.239256555555668,0.2604228092888899,0.27093063299897285,0.1879192464594606,0.0542560011126614,0.0542560011126614,1
107,2,1,8703332000,110,106,3148,1814,5,67,1,0.0,0.2551444292685083,0.27804467446485487,0.4275888792466406,0.3001355557152603,0.26459845119507036,0.2604228092888899,0.1555406323408515,0.1879192464594606,0.1963913565541382,0.1963913565541382,1
108,4,3,8418299000,35,11,178,1019,78,3,0,1.0,0.24596045727298646,0.2626666118792661,0.1901880056602186,0.2560020310752914,0.5074783473996903,0.2583030509261227,0.6355205545512287,0.4242028003666307,0.6598540868293095,0.8690230312203564,3
